Numero,Wiki Friendly Name,Sestiere,lat,long,street view html,Affordability,Affordability (Scaled),Well-Served, Well-Served (Scaled),Touristy,Touristy (Scaled),Congestion,Congestion (Scaled),Accessibility,Reachability,Reachability (Scaled),Green Space,Green Space (Scaled)
#,Island of _____,,,,,,,,,,,,,,,,,
45,Island of San Nicolò dei Mendicoli,Dorsoduro,45.433526,12.318236,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3910000,6.27076987,111,2.450331126,0.6507936508,9.070294785,0.006911226207,9.596730638,0,0,0,0.2925821692,3.13556444
46,Island of San Sebastiano,Dorsoduro,45.431731,12.318426,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5050833.333,5.086021878,101.5,2.240618102,0.2439759036,9.651462995,0.006920415225,9.59619446,0,0,0,0.1059149939,1.135076992
47,Island of Carmini,Dorsoduro,45.432828,12.323277,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",6481250,3.600543478,366.5,8.090507726,1.080357143,8.456632653,0.008219609963,9.520386576,0,22.79516129,7.598387097,0.1652096796,1.770530302
48,Island of San Barnaba,Dorsoduro,45.432709,12.324099,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",7580000,2.459498754,25,0.5518763797,0.2146892655,9.693301049,0.01348031496,9.213424962,0,8.7,2.9,0.1088228257,1.166239841
49,Island of Romite,Dorsoduro,45.431584,12.323539,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5551666.667,4.56590972,0.5,0.01103752759,1.063829787,8.480243161,0.004585854766,9.73241583,0,0,0,0.1879633568,2.014378454
50,Island of Cerchieri,Dorsoduro,45.432531,12.32634,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5882500,4.222341457,0,0,1.730769231,7.527472527,0.01591928251,9.071111448,0,0,0,0.185805906,1.991257339
51,Island of San Trovaso,Dorsoduro,45.431397,12.325676,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5867500,4.237918859,110.5,2.439293598,2.748502994,6.073567151,0.006633796504,9.612918633,0,0,0,0.2858801849,3.063740159
52,Island of Accademia,Dorsoduro,45.430454,12.327885,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4863750,5.280306702,223,4.922737307,3.558974359,4.915750916,0.008305457872,9.515377359,0,7.636842105,2.545614035,0.1235697973,1.324281187
53,Island of San Vio,Dorsoduro,45.430051,12.33029,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5358750,4.766252423,0,0,1.96,7.2,0.007714445599,9.549862866,0,0,0,0.1559534359,1.671332362
54,Island of Spirito Santo,Dorsoduro,45.429379,12.331502,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",6077500,4.019835226,105,2.317880795,1.532663317,7.810480976,0.009352769679,9.454266819,0,6,2,0.136301536,1.460725548
55,Island of San Gregorio,Dorsoduro,45.429894,12.333566,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",6458333.333,3.624342287,0,0,3.11827957,5.5453149,0.00547309833,9.680645256,0,0,0,0.09020033251,0.9666650427
56,Island of Salute,Dorsoduro,45.430537,12.335329,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",902500,9.394039047,1,0.02207505519,2.333333333,6.666666667,0.0001535076498,9.991042844,0,4.2,1.4,0.1541626902,1.652141177
57,Island of Gesuiti,Cannaregio,45.44369,12.337624,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3786250,6.399283439,0.5,0.01103752759,0.5231958763,9.25257732,0.01177201989,9.313103809,0,3.783333333,1.261111111,0.1277667042,1.369258883
58,Island of Racchetta,Cannaregio,45.442815,12.335157,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3932500,6.247403766,5.5,0.1214128035,0.3518518519,9.497354497,0.02075927769,8.78869821,0,0,0,0.1192851102,1.278362761
59,Island of Sant'Andrea Maggiore,Cannaregio,45.44275,12.336369,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4765833.333,5.381992523,5,0.1103752759,2.802197802,5.996860283,0.04853401651,7.168044961,0,0,0,0.07882806423,0.8447899465
60,Island of Sartori,Cannaregio,45.442385,12.338014,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3595000,6.59789532,0,0,0.6733333333,9.038095238,0.03074096754,8.2062676,0,0,0,0.1206957566,1.293480472
61,Island of Biri,Cannaregio,45.4417,12.340121,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3761666.667,6.424813071,10,0.2207505519,1.196138211,8.291231127,0.04188716112,7.555888313,0,10.525,3.508333333,0.08020112063,0.8595048104
62,Island of Corrente,Cannaregio,45.442202,12.33559,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3407500,6.79261285,0,0,2.176100629,6.891284816,0.08369240968,5.116556215,0,0,0,0.03318351842,0.3556233814
63,Island of Do Pozzi,Cannaregio,45.441958,12.336312,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3666041.667,6.524119011,0,0,0.3711340206,9.469808542,0.03986810552,7.673700006,0,0,0,0.01879908448,0.2014673039
64,Island of Santi Apostoli,Cannaregio,45.441142,12.336173,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5143333.333,4.98996123,112,2.472406181,1.555851064,7.777355623,0.03106174453,8.187550294,0,10.55,3.516666667,0.05664810664,0.6070902723
65,Island of Panada,Cannaregio,45.440431,12.341048,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4082916.667,6.091197037,6,0.1324503311,1.337917485,8.088689307,0.03901410307,7.723530964,0,0,0,0.07255588288,0.7775718079
66,Island of San Zanipolo,Castello,45.439583,12.34353,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",6566666.667,3.511838826,40.5,0.8940397351,0.7867867868,8.876018876,0.009679701281,9.435190392,0,9.927272727,3.309090909,0.09103378576,0.975597051
67,Island of San Francesco de la Vigna,Castello,45.437931,12.348774,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4140000,6.031916367,0,0,0.3959183673,9.434402332,0.007716526418,9.549741451,0,10.7,3.566666667,0.1807069207,1.936612187
68,Island of Bacini Arsenale,Castello,45.438255,12.358133,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",0,10,100,2.207505519,0.1111111111,9.841269841,0.00024084671,9.985946618,0,1.227272727,0.4090909091,0.1336800043,1.432630939
69,Island of San Cancian,Cannaregio,45.439853,12.338017,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4543333.333,5.613057325,140,3.090507726,2.401590457,6.56915649,0.04375204746,7.44707238,0,0,0,0.02977601084,0.319105573
70,Island of S.M. dei Miracoli,Cannaregio,45.439218,12.339401,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4937500,5.203717807,0,0,1.333333333,8.095238095,0.02544483986,8.515296124,0,0,0,0.08435498251,0.9040211992
71,Island of San Zuane Grisostomo,Cannaregio,45.438969,12.33721,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4737500,5.411416505,10,0.2207505519,1.175595238,8.320578231,0.03980699638,7.677265718,0,0,0,0.01318015864,0.1412500183
72,Island of Santa Marina,Castello,45.438304,12.339027,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5273000,4.85530324,125,2.759381898,0.7967479675,8.861788618,0.03046284089,8.222496262,0,0,0,0.006480447691,0.06945010146
73,Island of Borgoloco,Castello,45.438106,12.340232,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",6247500,3.843291332,0,0,0.40625,9.419642857,0.01649257834,9.037659693,0,0,0,0.01078872367,0.1156213257
74,Island of Santa Maria Formosa,Castello,45.437582,12.341371,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",6920000,3.144904459,10.5,0.2317880795,1.063829787,8.480243161,0.02402942037,8.59788571,1.111111111,0,0,0.005003873237,0.05362584818
75,Island of San Zuane Laterano,Castello,45.437931,12.343551,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5416250,4.706539047,0.5,0.01103752759,0.1710526316,9.755639098,0.01463082681,9.14629271,0,0,0,0,0
76,Island of San Severo,Castello,45.436844,12.343519,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5779166.667,4.329652451,5,0.1103752759,1.06640625,8.4765625,0.02255671158,8.683818121,0,0,0,0.05368598883,0.5753456472
77,Island of San Bortolomio,San Marco,45.437166,12.336744,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4887500,5.255642481,31,0.6843267108,6.692883895,0.4387372927,0.01654877189,9.034380805,1.25,8.916666667,2.972222222,0.001085500653,0.01163316704
78,Island of Santa Maria della Fava,Castello,45.436999,12.339105,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",8045000,1.97659928,46,1.015452539,1.53343949,7.809372157,0.02904637434,8.305146944,0,0,0,0.00368692108,0.03951224596
79,Island of Querini Stampalia,Castello,45.436346,12.342174,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",6270000,3.819925228,20,0.4415011038,0.634502924,9.093567251,0.02674190383,8.43961257,0,0,0,0.009314699926,0.09982440808
80,Island of San Luca,San Marco,45.435814,12.334915,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5518750,4.600093464,86,1.898454746,6.138297872,1.23100304,0.009027604036,9.473240202,2.222222222,9.95,3.316666667,0.003509595932,0.03761187577
81,Island of Sant'Anzolo,San Marco,45.434929,12.332492,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5362500,4.762358073,12,0.2649006623,3.402941176,5.138655462,0.01438918397,9.160392546,2.5,0,0,0.03701598927,0.396695465
82,Island of Ca'Garzoni,San Marco,45.43509,12.330727,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5775833.333,4.333114096,0,0,0.2962962963,9.576719577,0.01706276661,9.004389265,0,2.35,0.7833333333,0.04634641297,0.4966883826
83,Island of Santo Stefano,San Marco,45.433619,12.329575,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5383333.333,4.740722791,101.5,2.240618102,2.513742072,6.408939897,0.01314934253,9.23273717,0.9090909091,12.28333333,4.094444444,0.07050826323,0.7556277387
84,Island of Duca,San Marco,45.432615,12.329026,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5400000,4.723414567,200,4.415011038,0.2716049383,9.611992945,0.0266081116,8.447419333,0,0,0,0.09003809361,0.9649263498
85,Island of San Maurizio Maggiore,San Marco,45.43246,12.331544,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",560000,9.749723068,5,0.1103752759,2.803797468,5.994575045,0.01899403731,8.891699811,0,0,0,0.03570783632,0.3826761627
86,Island of Ca'Duodo,San Marco,45.43269,12.332388,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5940000,4.162628081,0,0,2.619047619,6.258503401,0.03505535055,7.95452378,0,0,0,0.01996609998,0.2139740548
87,Island of Santa Maria Zobenigo,San Marco,45.432322,12.333023,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4794166.667,5.352568541,0,0,3.409638554,5.12908778,0.02102784769,8.773027178,0,5.35,1.783333333,0.01786399255,0.1914460473
88,Island of San Fantin,San Marco,45.43389,12.33389,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5547500,4.570236777,5,0.1103752759,6.623376623,0.5380333952,0.01110715134,9.351898823,0,0,0,0.01430693182,0.1533254976
89,Island of San Moisè,San Marco,45.432573,12.334596,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",6640000,3.435682636,105,2.317880795,1.616541353,7.690655209,0.008191965048,9.521999654,0,0,0,0.04499503537,0.4822058476
90,Island of Giardinetti Reali,San Marco,45.432941,12.338208,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3750000,6.436928829,0,0,3,5.714285714,0,10,0,4.145238095,1.381746032,0.7527362032,8.066974409
91,Island of San Gallo,San Marco,45.435003,12.337222,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4622500,5.530843257,115,2.538631347,6.22605364,1.105637657,0.02600333101,8.482708221,0,0,0,0.02301630186,0.2466626652
