Numero,Wiki Friendly Name,Sestiere,lat,long,street view html,Affordability,Affordability (Scaled),Well-Served, Well-Served (Scaled),Touristy,Touristy (Scaled),Congestion,Congestion (Scaled),Accessibility,Reachability,Reachability (Scaled),Green Space,Green Space (Scaled)
#,Island of _____,,,,,,,,,,,,,,,,,
92,Island of San Marco,San Marco,45.434192,12.338053,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",7700833.333,2.334014124,126,2.781456954,6.975485189,0.03502115862,0.01624981475,9.051824925,0.3703703704,28.575,9.525,0.002891013357,0.03098260807
93,Island of San Filippo e Giacomo,Castello,45.434945,12.341406,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",7228958.333,2.82405324,115.5,2.549668874,4.205714286,3.991836735,0.02091377091,8.779683546,0,15.14019608,5.046732026,0.003935777888,0.04217921147
94,Island of San Zaccaria,Castello,45.434662,12.343332,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",6433333.333,3.650304625,1.5,0.03311258278,0.7460815047,8.934169279,0.01401301654,9.182341878,0,7.354225352,2.451408451,0.006206526526,0.06651452453
95,Island of San Lorenzo,Castello,45.435899,12.345109,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5290000,4.837648851,16,0.353200883,1.436363636,7.948051948,0.02474774544,8.555971514,0,8.916666667,2.972222222,0.04342603946,0.4653911257
96,Island of Bragora,Castello,45.435617,12.347135,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5062500,5.07390612,385,8.498896247,2.375275938,6.60674866,0.03817400811,7.772550422,0,0,0,0.06178679147,0.6621608785
97,Island of Santa Ternita,Castello,45.436035,12.348763,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3432500,6.766650512,0,0,1.774553571,7.464923469,0.05323112501,6.893969147,0,0,0,0.03515558826,0.3767577932
98,Island of San Martin,Castello,45.433808,12.349181,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5857583.333,4.248217253,5,0.1103752759,2.133531157,6.952098347,0.04102938649,7.605939377,1.111111111,9.85,3.283333333,0.03134832885,0.3359558973
99,Island of Arsenale,Castello,45.434273,12.353678,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4750000,5.398435336,0,0,2.460176991,6.485461441,0.002270473193,9.867518115,4,0,0,0.1393914924,1.493840202
100,Island of San Daniel,Castello,45.43402,12.356369,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3999500,6.177824702,0,0,0.3071161049,9.561262707,0.0139512508,9.185945903,0,0,0,0.2353060565,2.521743909
101,Island of Campo Ruga,Castello,45.433776,12.357429,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",319000,10,15,0.3311258278,1.18134715,8.312361214,0.04070779346,7.624704298,2.5,0,0,0.02141636038,0.2295163039
102,Island of San Piero,Castello,45.433903,12.35992,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3437500,6.761458045,0,0,0.1643454039,9.765220852,0.006902314699,9.597250623,0,2.55,0.85,0.2529280677,2.710596674
103,Island of Sant'Ana,Castello,45.431757,12.354855,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3958666.667,6.220229853,286.5,6.324503311,1.327868852,8.103044496,0.03304524657,8.071813148,1.666666667,0,0,0.1500488269,1.608053448
104,Island of San Isepo,Castello,45.42937,12.357634,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3000000,7.215798948,300,6.622516556,0.3846153846,9.450549451,0.003786152498,9.779078378,1.428571429,8.340123457,2.780041152,0.6211416498,6.656692971
105,Island of Sant'Elena,Castello,45.428661,12.361295,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5552500,4.565044309,125.5,2.770419426,0.08130563798,9.883849089,0.008096805766,9.527552188,7.5,8.75,2.916666667,0.4411015785,4.727227321
106,Island of Stadio Sant'Elena,Castello,45.426949,12.36492,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",5645000,4.468983661,1,0.02207505519,0.25,9.642857143,0.00003957457334,9.997690828,10,0,0,0.3574727765,3.830988503
107,Island of Sacca Fisola,Giudecca,45.42768,12.315078,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",320000,9.998961507,11,0.2428256071,0.004394726328,9.99372182,0.02375350775,8.613985184,6.666666667,3.695121951,1.231707317,0.3519018643,3.771285773
108,Island of AMAV,Dorsoduro,45.425767,12.312107,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",0,10,0,0,0,10,0,10,5,0,0,0.3773027015,4.043503188
109,Island of Piscina Comunale,Dorsoduro,45.425929,12.313759,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",0,10,0,0,0,10,0,10,10,0,0,0.4071341532,4.363202913
110,Island of Sacca San Biagio,Dorsoduro,45.42598,12.315241,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",0,10,0,0,0,10,0,10,10,0,0,0.3201129745,3.430608441
111,Island of Molino Stucky,Giudecca,45.426998,12.318912,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4125000,6.047493769,0,0,0.1388012618,9.801712483,0.008574414517,9.499683765,0,0,0,0.3265425437,3.499513285
112,Island of San Biagio,Giudecca,45.427112,12.321629,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4485000,5.673636112,0,0,0.1266233766,9.819109462,0.01823363327,8.936069311,0,0,0,0.3166015024,3.39297646
113,Island of Convertite,Dorsoduro,45.425407,12.320932,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",750000,9.552409305,0,0,0.04761904762,9.931972789,0.002285397694,9.866647272,0,0,0,0.3819786783,4.093615014
114,Island of Sant'Eufemia,Dorsoduro,45.425293,12.324361,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",389000,9.927305456,21,0.4635761589,0.1162790698,9.833887043,0.006418485237,9.625482024,2,5.895121951,1.96504065,0.2263271649,2.425518315
115,Island of Palada,Dorsoduro,45.425513,12.327599,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3877500,6.304520908,17,0.3752759382,0.0303030303,9.956709957,0.006163328197,9.640370412,3.333333333,0,0,0.08064163322,0.8642257257
116,Island of Junghans,Dorsoduro,45.424132,12.326689,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3790000,6.395389089,400,8.830022075,0.2266666667,9.676190476,0.008077615347,9.528671947,0,0,0,0.182058587,1.951097816
117,Island of Redentore,Dorsoduro,45.424359,12.330992,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",4181250,5.98907851,111,2.450331126,0.6015831135,9.140595552,0.006042115339,9.647443171,0,2.795121951,0.9317073171,0.2344023637,2.512059154
118,Island of Zittelle,Dorsoduro,45.425191,12.337782,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",605000,9.702990861,20,0.4415011038,0.05500705219,9.921418497,0.003580813769,9.791059873,0,2.795121951,0.9317073171,0.4504668845,4.827594068
119,Island of San Giorgio,Dorsoduro,45.428024,12.344211,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",0,10,0,0,2,7.142857143,0.00003055518776,9.998217108,0,1.233333333,0.4111111111,0.432790643,4.638160123
120,Island of Inceneritore,Dorsoduro,45.426843,12.309497,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",0,10,0,0,0,10,0,10,0,0,0,0.9331084556,10
121,Island of Stazione Marittima,San Croce,45.437706,12.310575,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",0,10,0,0,0,10,0.00004437634881,9.997410644,0,4.033333333,1.344444444,0.02516885209,0.2697312616
122,Island of Tronchetto,San Croce,45.441524,12.30642,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",0,10,0,0,0,10,0,10,0,1.193548387,0.3978494624,0.006653336682,0.07130292992
123,Island of San Giobbe,Cannaregio,45.44417,12.319895,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",3762500,6.42394766,0,0,0.1180257511,9.831391784,0.01324621174,9.227084862,2.857142857,7.3,2.433333333,0.4286464038,4.59374686
124,Island of Diporto Velico,Castello,45.430408,12.364978,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",0,10,0.5,0.01103752759,7,0,0,10,0,0,0,0,0
125,Island of Darsena San Giorgio,Dorsoduro,45.429935,12.344805,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",0,10,0,0,0,10,0.001962708538,9.885476152,0,0,0,0,0
126,Island of Scorzeri,Giudecca,45.424181,12.3267052,"<iframe src=""https://www.google.com/maps/embed?pb=!4v1750253217872!6m8!1m7!1sH8i3nhuLZ2kmQv-yyUgmvQ!2m2!1d45.44255157868555!2d12.32102953868646!3f45.158489315080956!4f-0.9877157406747727!5f0.7820865974627469"" width=""600"" height=""450"" style=""border:0;"" allowfullscreen="""" loading=""lazy"" referrerpolicy=""no-referrer-when-downgrade""></iframe>",360000,9.957421767,0,0,0,10,0.1713798978,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,0.7130393122,,,,
